Timestamp,Data Sent (MB/s),Data Received (MB/s),Active Connections
2024-12-10 08:23:47.335907,0.0,0.0,76
2024-12-10 08:23:57.335907,0.0,0.0,75
2024-12-10 08:24:07.335907,0.0,0.0,75
2024-12-10 08:24:17.335907,0.0,0.0,75
2024-12-10 08:24:27.335907,0.0,0.0,75
2024-12-10 08:24:37.335907,0.0,0.0,75
2024-12-10 08:24:47.335907,0.0,0.0,75
2024-12-10 08:24:57.335907,0.0,0.0,75
2024-12-10 08:25:07.335907,0.0,0.0,75
2024-12-10 08:25:17.335907,0.0,0.0,75
2024-12-10 08:25:27.335907,0.0,0.0,75
2024-12-10 08:25:37.335907,0.0,0.0,75
2024-12-10 08:25:47.335907,0.0,0.0,75
2024-12-10 08:25:57.335907,0.0,0.0,75
2024-12-10 08:26:07.335907,0.0,0.0,75
2024-12-10 08:26:17.335907,0.0,0.0,75
2024-12-10 08:26:27.335907,0.0,0.0,75
2024-12-10 08:26:37.335907,0.0,0.0,75
2024-12-10 08:26:47.335907,0.0,0.0,75
2024-12-10 08:26:57.335907,0.0,0.0,75
2024-12-10 08:27:07.335907,0.0,0.0,75
2024-12-10 08:27:17.335907,0.0,0.0,75
2024-12-10 08:27:27.335907,0.0,0.0,75
2024-12-10 08:27:37.335907,0.0,0.0,75
2024-12-10 08:27:47.335907,0.0,0.0,75
2024-12-10 08:27:57.335907,0.0,0.0,75
2024-12-10 08:28:07.335907,0.0,0.0,75
2024-12-10 08:28:17.335907,0.0,0.0,75
2024-12-10 08:28:27.335907,0.0,0.0,75
2024-12-10 08:28:37.335907,0.0,0.0,75
2024-12-10 08:28:47.335907,0.0,0.0,75
2024-12-10 08:28:57.335907,0.0,0.0,75
2024-12-10 08:29:07.335907,0.0,0.0,75
2024-12-10 08:29:17.335907,0.0,0.0,75
2024-12-10 08:29:27.335907,0.0,0.0,75
2024-12-10 08:29:37.335907,0.0,0.0,75
2024-12-10 08:29:47.335907,0.0,0.0,75
2024-12-10 08:29:57.335907,0.0,0.0,75
2024-12-10 08:30:07.335907,0.0,0.0,75
2024-12-10 08:30:17.335907,0.0,0.0,75
2024-12-10 08:30:27.335907,0.0,0.0,75
2024-12-10 08:30:37.335907,0.0,0.0,75
2024-12-10 08:30:47.335907,0.0,0.0,75
2024-12-10 08:30:57.335907,0.0,0.0,75
2024-12-10 08:31:07.335907,0.0,0.0,75
2024-12-10 08:31:17.335907,0.0,0.0,75
2024-12-10 08:31:27.335907,0.0,0.0,75
2024-12-10 08:31:37.335907,0.0,0.0,75
2024-12-10 08:31:47.335907,0.0,0.0,75
2024-12-10 08:31:57.335907,0.0,0.0,75
2024-12-10 08:32:07.335907,0.0,0.0,75
2024-12-10 08:32:17.335907,0.0,0.0,75
2024-12-10 08:32:27.335907,0.0,0.0,75
2024-12-10 08:32:37.335907,0.0,0.0,75
2024-12-10 08:32:47.335907,0.0,0.0,75
2024-12-10 08:32:57.335907,0.0,0.0,75
2024-12-10 08:33:07.335907,0.0,0.0,75
2024-12-10 08:33:17.335907,0.0,0.0,75
2024-12-10 08:33:27.335907,0.0,0.0,75
2024-12-10 08:33:37.335907,0.0,0.0,75
2024-12-10 08:33:47.335907,0.0,0.0,75
2024-12-10 08:33:57.335907,0.0,0.0,75
2024-12-10 08:34:07.335907,0.0,0.0,75
2024-12-10 08:34:17.335907,0.0,0.0,75
2024-12-10 08:34:27.335907,0.0,0.0,75
2024-12-10 08:34:37.335907,0.0,0.0,75
2024-12-10 08:34:47.335907,0.0,0.0,75
2024-12-10 08:34:57.335907,0.0,0.0,75
2024-12-10 08:35:07.335907,0.0,0.0,75
2024-12-10 08:35:17.335907,0.0,0.0,75
2024-12-10 08:35:27.335907,0.0,0.0,75
2024-12-10 08:35:37.335907,0.0,0.0,75
2024-12-10 08:35:47.335907,0.0,0.0,75
2024-12-10 08:35:57.335907,0.0,0.0,75
2024-12-10 08:36:07.335907,0.0,0.0,75
2024-12-10 08:36:17.335907,0.0,0.0,75
2024-12-10 08:36:27.335907,0.0,0.0,75
2024-12-10 08:36:37.335907,0.0,0.0,75
2024-12-10 08:36:47.335907,0.0,0.0,75
2024-12-10 08:36:57.335907,0.0,0.0,75
2024-12-10 08:37:07.335907,0.0,0.0,75
2024-12-10 08:37:17.335907,0.0,0.0,75
2024-12-10 08:37:27.335907,0.0,0.0,75
2024-12-10 08:37:37.335907,0.0,0.0,75
2024-12-10 08:37:47.335907,0.0,0.0,75
2024-12-10 08:37:57.335907,0.0,0.0,75
2024-12-10 08:38:07.335907,0.0,0.0,75
2024-12-10 08:38:17.335907,0.0,0.0,75
2024-12-10 08:38:27.335907,0.0,0.0,75
2024-12-10 08:38:37.335907,0.0,0.0,75
2024-12-10 08:38:47.335907,0.0,0.0,75
2024-12-10 08:38:57.335907,0.0,0.0,75
2024-12-10 08:39:07.335907,0.0,0.0,75
2024-12-10 08:39:17.335907,0.0,0.0,75
2024-12-10 08:39:27.335907,0.0,0.0,75
2024-12-10 08:39:37.335907,0.0,0.0,75
2024-12-10 08:39:47.335907,0.0,0.0,75
2024-12-10 08:39:57.335907,0.0,0.0,75
2024-12-10 08:40:07.335907,0.0,0.0,75
2024-12-10 08:40:17.335907,0.0,0.0,75
2024-12-10 08:40:27.335907,0.0,0.0,75
2024-12-10 08:40:37.335907,0.0,0.0,75
2024-12-10 08:40:47.335907,0.0,0.0,75
2024-12-10 08:40:57.335907,0.0,0.0,75
2024-12-10 08:41:07.335907,0.0,0.0,75
2024-12-10 08:41:17.335907,0.0,0.0,75
2024-12-10 08:41:27.335907,0.0,0.0,75
2024-12-10 08:41:37.335907,0.0,0.0,75
2024-12-10 08:41:47.335907,0.0,0.0,75
2024-12-10 08:41:57.335907,0.0,0.0,75
2024-12-10 08:42:07.335907,0.0,0.0,75
2024-12-10 08:42:17.335907,0.0,0.0,75
2024-12-10 08:42:27.335907,0.0,0.0,75
2024-12-10 08:42:37.335907,0.0,0.0,75
2024-12-10 08:42:47.335907,0.0,0.0,75
2024-12-10 08:42:57.335907,0.0,0.0,75
2024-12-10 08:43:07.335907,0.0,0.0,75
2024-12-10 08:43:17.335907,0.0,0.0,75
2024-12-10 08:43:27.335907,0.0,0.0,75
2024-12-10 08:43:37.335907,0.0,0.0,75
2024-12-10 08:43:47.335907,0.0,0.0,75
2024-12-10 08:43:57.335907,0.0,0.0,75
2024-12-10 08:44:07.335907,0.0,0.0,75
2024-12-10 08:44:17.335907,0.0,0.0,75
2024-12-10 08:44:27.335907,0.0,0.0,75
2024-12-10 08:44:37.335907,0.0,0.0,75
2024-12-10 08:44:47.335907,0.0,0.0,75
2024-12-10 08:44:57.335907,0.0,0.0,75
2024-12-10 08:45:07.335907,0.0,0.0,75
2024-12-10 08:45:17.335907,0.0,0.0,75
2024-12-10 08:45:27.335907,0.0,0.0,75
2024-12-10 08:45:37.335907,0.0,0.0,75
2024-12-10 08:45:47.335907,0.0,0.0,75
2024-12-10 08:45:57.335907,0.0,0.0,75
2024-12-10 08:46:07.335907,0.0,0.0,75
2024-12-10 08:46:17.335907,0.0,0.0,75
2024-12-10 08:46:27.335907,0.0,0.0,75
2024-12-10 08:46:37.335907,0.0,0.0,75
2024-12-10 08:46:47.335907,0.0,0.0,75
2024-12-10 08:46:57.335907,0.0,0.0,75
2024-12-10 08:47:07.335907,0.0,0.0,75
2024-12-10 08:47:17.335907,0.0,0.0,75
2024-12-10 08:47:27.335907,0.0,0.0,75
2024-12-10 08:47:37.335907,0.0,0.0,75
2024-12-10 08:47:47.335907,0.0,0.0,75
2024-12-10 08:47:57.335907,0.0,0.0,75
2024-12-10 08:48:07.335907,0.0,0.0,75
2024-12-10 08:48:17.335907,0.0,0.0,75
2024-12-10 08:48:27.335907,0.0,0.0,75
2024-12-10 08:48:37.335907,0.0,0.0,75
2024-12-10 08:48:47.335907,0.0,0.0,75
2024-12-10 08:48:57.335907,0.0,0.0,75
2024-12-10 08:49:07.335907,0.0,0.0,75
2024-12-10 08:49:17.335907,0.0,0.0,75
2024-12-10 08:49:27.335907,0.0,0.0,75
2024-12-10 08:49:37.335907,0.0,0.0,75
2024-12-10 08:49:47.335907,0.0,0.0,75
2024-12-10 08:49:57.335907,0.0,0.0,75
2024-12-10 08:50:07.335907,0.0,0.0,75
2024-12-10 08:50:17.335907,0.0,0.0,75
2024-12-10 08:50:27.335907,0.0,0.0,75
2024-12-10 08:50:37.335907,0.0,0.0,75
2024-12-10 08:50:47.335907,0.0,0.0,75
2024-12-10 08:50:57.335907,0.0,0.0,75
2024-12-10 08:51:07.335907,0.0,0.0,75
2024-12-10 08:51:17.335907,0.0,0.0,75
2024-12-10 08:51:27.335907,0.0,0.0,75
2024-12-10 08:51:37.335907,0.0,0.0,75
2024-12-10 08:51:47.335907,0.0,0.0,75
2024-12-10 08:51:57.335907,0.0,0.0,75
2024-12-10 08:52:07.335907,0.0,0.0,75
2024-12-10 08:52:17.335907,0.0,0.0,75
2024-12-10 08:52:27.335907,0.0,0.0,75
2024-12-10 08:52:37.335907,0.0,0.0,75
2024-12-10 08:52:47.335907,0.0,0.0,75
2024-12-10 08:52:57.335907,0.0,0.0,75
2024-12-10 08:53:07.335907,0.0,0.0,75
2024-12-10 08:53:17.335907,0.0,0.0,75
2024-12-10 08:53:27.335907,0.0,0.0,75
2024-12-10 08:53:37.335907,0.0,0.0,75
2024-12-10 08:53:47.335907,0.0,0.0,75
2024-12-10 08:53:57.335907,0.0,0.0,75
2024-12-10 08:54:07.335907,0.0,0.0,75
2024-12-10 08:54:17.335907,0.0,0.0,75
2024-12-10 08:54:27.335907,0.0,0.0,75
2024-12-10 08:54:37.335907,0.0,0.0,75
2024-12-10 08:54:47.335907,0.0,0.0,75
2024-12-10 08:54:57.335907,0.0,0.0,75
2024-12-10 08:55:07.335907,0.0,0.0,75
2024-12-10 08:55:17.335907,0.0,0.0,75
2024-12-10 08:55:27.335907,0.0,0.0,75
2024-12-10 08:55:37.335907,0.0,0.0,75
2024-12-10 08:55:47.335907,0.0,0.0,75
2024-12-10 08:55:57.335907,0.0,0.0,75
2024-12-10 08:56:07.335907,0.0,0.0,75
2024-12-10 08:56:17.335907,0.0,0.0,75
2024-12-10 08:56:27.335907,0.0,0.0,75
2024-12-10 08:56:37.335907,0.0,0.0,75
2024-12-10 08:56:47.335907,0.0,0.0,75
2024-12-10 08:56:57.335907,0.0,0.0,75
2024-12-10 08:57:07.335907,0.0,0.0,75
2024-12-10 08:57:17.335907,0.0,0.0,75
2024-12-10 08:57:27.335907,0.0,0.0,75
2024-12-10 08:57:37.335907,0.0,0.0,75
2024-12-10 08:57:47.335907,0.0,0.0,75
2024-12-10 08:57:57.335907,0.0,0.0,75
2024-12-10 08:58:07.335907,0.0,0.0,75
2024-12-10 08:58:17.335907,0.0,0.0,75
2024-12-10 08:58:27.335907,0.0,0.0,75
2024-12-10 08:58:37.335907,0.0,0.0,75
2024-12-10 08:58:47.335907,0.0,0.0,75
2024-12-10 08:58:57.335907,0.0,0.0,75
2024-12-10 08:59:07.335907,0.0,0.0,75
2024-12-10 08:59:17.335907,0.0,0.0,75
2024-12-10 08:59:27.335907,0.0,0.0,75
2024-12-10 08:59:37.335907,0.0,0.0,75
2024-12-10 08:59:47.335907,0.0,0.0,75
2024-12-10 08:59:57.335907,0.0,0.0,75
2024-12-10 09:00:07.335907,0.0,0.0,75
2024-12-10 09:00:17.335907,0.0,0.0,75
2024-12-10 09:00:27.335907,0.0,0.0,75
2024-12-10 09:00:37.335907,0.0,0.0,75
2024-12-10 09:00:47.335907,0.0,0.0,75
2024-12-10 09:00:57.335907,0.0,0.0,75
2024-12-10 09:01:07.335907,0.0,0.0,75
2024-12-10 09:01:17.335907,0.0,0.0,75
2024-12-10 09:01:27.335907,0.0,0.0,75
2024-12-10 09:01:37.335907,0.0,0.0,75
2024-12-10 09:01:47.335907,0.0,0.0,75
2024-12-10 09:01:57.335907,0.0,0.0,75
2024-12-10 09:02:07.335907,0.0,0.0,75
2024-12-10 09:02:17.335907,0.0,0.0,75
2024-12-10 09:02:27.335907,0.0,0.0,75
2024-12-10 09:02:37.335907,0.0,0.0,75
2024-12-10 09:02:47.335907,0.0,0.0,75
2024-12-10 09:02:57.335907,0.0,0.0,75
2024-12-10 09:03:07.335907,0.0,0.0,75
2024-12-10 09:03:17.335907,0.0,0.0,75
2024-12-10 09:03:27.335907,0.0,0.0,75
2024-12-10 09:03:37.335907,0.0,0.0,75
2024-12-10 09:03:47.335907,0.0,0.0,75
2024-12-10 09:03:57.335907,0.0,0.0,75
2024-12-10 09:04:07.335907,0.0,0.0,75
2024-12-10 09:04:17.335907,0.0,0.0,75
2024-12-10 09:04:27.335907,0.0,0.0,75
2024-12-10 09:04:37.335907,0.0,0.0,75
2024-12-10 09:04:47.335907,0.0,0.0,75
2024-12-10 09:04:57.335907,0.0,0.0,75
2024-12-10 09:05:07.335907,0.0,0.0,75
2024-12-10 09:05:17.335907,0.0,0.0,75
2024-12-10 09:05:27.335907,0.0,0.0,75
2024-12-10 09:05:37.335907,0.0,0.0,75
2024-12-10 09:05:47.335907,0.0,0.0,75
2024-12-10 09:05:57.335907,0.0,0.0,75
2024-12-10 09:06:07.335907,0.0,0.0,75
2024-12-10 09:06:17.335907,0.0,0.0,75
2024-12-10 09:06:27.335907,0.0,0.0,75
2024-12-10 09:06:37.335907,0.0,0.0,75
2024-12-10 09:06:47.335907,0.0,0.0,75
2024-12-10 09:06:57.335907,0.0,0.0,75
2024-12-10 09:07:07.335907,0.0,0.0,75
2024-12-10 09:07:17.335907,0.0,0.0,75
2024-12-10 09:07:27.335907,0.0,0.0,75
2024-12-10 09:07:37.335907,0.0,0.0,75
2024-12-10 09:07:47.335907,0.0,0.0,75
2024-12-10 09:07:57.335907,0.0,0.0,75
2024-12-10 09:08:07.335907,0.0,0.0,75
2024-12-10 09:08:17.335907,0.0,0.0,75
2024-12-10 09:08:27.335907,0.0,0.0,75
2024-12-10 09:08:37.335907,0.0,0.0,75
2024-12-10 09:08:47.335907,0.0,0.0,75
2024-12-10 09:08:57.335907,0.0,0.0,75
2024-12-10 09:09:07.335907,0.0,0.0,75
2024-12-10 09:09:17.335907,0.0,0.0,75
2024-12-10 09:09:27.335907,0.0,0.0,75
2024-12-10 09:09:37.335907,0.0,0.0,75
2024-12-10 09:09:47.335907,0.0,0.0,75
2024-12-10 09:09:57.335907,0.0,0.0,75
2024-12-10 09:10:07.335907,0.0,0.0,75
2024-12-10 09:10:17.335907,0.0,0.0,75
2024-12-10 09:10:27.335907,0.0,0.0,75
2024-12-10 09:10:37.335907,0.0,0.0,75
2024-12-10 09:10:47.335907,0.0,0.0,75
2024-12-10 09:10:57.335907,0.0,0.0,75
2024-12-10 09:11:07.335907,0.0,0.0,75
2024-12-10 09:11:17.335907,0.0,0.0,75
2024-12-10 09:11:27.335907,0.0,0.0,75
2024-12-10 09:11:37.335907,0.0,0.0,75
2024-12-10 09:11:47.335907,0.0,0.0,75
2024-12-10 09:11:57.335907,0.0,0.0,75
2024-12-10 09:12:07.335907,0.0,0.0,75
2024-12-10 09:12:17.335907,0.0,0.0,75
2024-12-10 09:12:27.335907,0.0,0.0,75
2024-12-10 09:12:37.335907,0.0,0.0,75
2024-12-10 09:12:47.335907,0.0,0.0,75
2024-12-10 09:12:57.335907,0.0,0.0,75
2024-12-10 09:13:07.335907,0.0,0.0,75
2024-12-10 09:13:17.335907,0.0,0.0,75
2024-12-10 09:13:27.335907,0.0,0.0,75
2024-12-10 09:13:37.335907,0.0,0.0,75
2024-12-10 09:13:47.335907,0.0,0.0,75
2024-12-10 09:13:57.335907,0.0,0.0,75
2024-12-10 09:14:07.335907,0.0,0.0,75
2024-12-10 09:14:17.335907,0.0,0.0,75
2024-12-10 09:14:27.335907,0.0,0.0,75
2024-12-10 09:14:37.335907,0.0,0.0,75
2024-12-10 09:14:47.335907,0.0,0.0,75
2024-12-10 09:14:57.335907,0.0,0.0,75
2024-12-10 09:15:07.335907,0.0,0.0,75
2024-12-10 09:15:17.335907,0.0,0.0,75
2024-12-10 09:15:27.335907,0.0,0.0,75
2024-12-10 09:15:37.335907,0.0,0.0,75
2024-12-10 09:15:47.335907,0.0,0.0,75
2024-12-10 09:15:57.335907,0.0,0.0,75
2024-12-10 09:16:07.335907,0.0,0.0,75
2024-12-10 09:16:17.335907,0.0,0.0,75
2024-12-10 09:16:27.335907,0.0,0.0,75
2024-12-10 09:16:37.335907,0.0,0.0,75
2024-12-10 09:16:47.335907,0.0,0.0,75
2024-12-10 09:16:57.335907,0.0,0.0,75
2024-12-10 09:17:07.335907,0.0,0.0,75
2024-12-10 09:17:17.335907,0.0,0.0,75
2024-12-10 09:17:27.335907,0.0,0.0,75
2024-12-10 09:17:37.335907,0.0,0.0,75
2024-12-10 09:17:47.335907,0.0,0.0,75
2024-12-10 09:17:57.335907,0.0,0.0,75
2024-12-10 09:18:07.335907,0.0,0.0,75
2024-12-10 09:18:17.335907,0.0,0.0,75
2024-12-10 09:18:27.335907,0.0,0.0,75
2024-12-10 09:18:37.335907,0.0,0.0,75
2024-12-10 09:18:47.335907,0.0,0.0,75
2024-12-10 09:18:57.335907,0.0,0.0,75
2024-12-10 09:19:07.335907,0.0,0.0,75
2024-12-10 09:19:17.335907,0.0,0.0,75
2024-12-10 09:19:27.335907,0.0,0.0,75
2024-12-10 09:19:37.335907,0.0,0.0,75
2024-12-10 09:19:47.335907,0.0,0.0,75
2024-12-10 09:19:57.335907,0.0,0.0,75
2024-12-10 09:20:07.335907,0.0,0.0,75
2024-12-10 09:20:17.335907,0.0,0.0,75
2024-12-10 09:20:27.335907,0.0,0.0,75
2024-12-10 09:20:37.335907,0.0,0.0,75
2024-12-10 09:20:47.335907,0.0,0.0,75
2024-12-10 09:20:57.335907,0.0,0.0,75
2024-12-10 09:21:07.335907,0.0,0.0,75
2024-12-10 09:21:17.335907,0.0,0.0,75
2024-12-10 09:21:27.335907,0.0,0.0,75
2024-12-10 09:21:37.335907,0.0,0.0,75
2024-12-10 09:21:47.335907,0.0,0.0,75
2024-12-10 09:21:57.335907,0.0,0.0,75
2024-12-10 09:22:07.335907,0.0,0.0,75
2024-12-10 09:22:17.335907,0.0,0.0,75
2024-12-10 09:22:27.335907,0.0,0.0,75
2024-12-10 09:22:37.335907,0.0,0.0,75
2024-12-10 09:22:47.335907,0.0,0.0,75
2024-12-10 09:22:57.335907,0.0,0.0,75
2024-12-10 09:23:07.335907,0.0,0.0,75
2024-12-10 09:23:17.335907,0.0,0.0,75
2024-12-10 09:23:27.335907,0.0,0.0,75
2024-12-10 09:23:37.335907,0.0,0.0,75
2024-12-10 09:23:47.335907,0.0,0.0,75
2024-12-10 09:23:57.335907,0.0,0.0,75
2024-12-10 09:24:07.335907,0.0,0.0,75
2024-12-10 09:24:17.335907,0.0,0.0,75
2024-12-10 09:24:27.335907,0.0,0.0,75
2024-12-10 09:24:37.335907,0.0,0.0,75
2024-12-10 09:24:47.335907,0.0,0.0,75
2024-12-10 09:24:57.335907,0.0,0.0,75
2024-12-10 09:25:07.335907,0.0,0.0,75
2024-12-10 09:25:17.335907,0.0,0.0,75
2024-12-10 09:25:27.335907,0.0,0.0,75
2024-12-10 09:25:37.335907,0.0,0.0,75
2024-12-10 09:25:47.335907,0.0,0.0,75
2024-12-10 09:25:57.335907,0.0,0.0,75
2024-12-10 09:26:07.335907,0.0,0.0,75
2024-12-10 09:26:17.335907,0.0,0.0,75
2024-12-10 09:26:27.335907,0.0,0.0,75
2024-12-10 09:26:37.335907,0.0,0.0,75
2024-12-10 09:26:47.335907,0.0,0.0,75
2024-12-10 09:26:57.335907,0.0,0.0,75
2024-12-10 09:27:07.335907,0.0,0.0,75
2024-12-10 09:27:17.335907,0.0,0.0,75
2024-12-10 09:27:27.335907,0.0,0.0,75
2024-12-10 09:27:37.335907,0.0,0.0,75
2024-12-10 09:27:47.335907,0.0,0.0,75
2024-12-10 09:27:57.335907,0.0,0.0,75
2024-12-10 09:28:07.335907,0.0,0.0,75
2024-12-10 09:28:17.335907,0.0,0.0,75
2024-12-10 09:28:27.335907,0.0,0.0,75
2024-12-10 09:28:37.335907,0.0,0.0,75
2024-12-10 09:28:47.335907,0.0,0.0,75
2024-12-10 09:28:57.335907,0.0,0.0,75
2024-12-10 09:29:07.335907,0.0,0.0,75
2024-12-10 09:29:17.335907,0.0,0.0,75
2024-12-10 09:29:27.335907,0.0,0.0,75
2024-12-10 09:29:37.335907,0.0,0.0,75
2024-12-10 09:29:47.335907,0.0,0.0,75
2024-12-10 09:29:57.335907,0.0,0.0,75
2024-12-10 09:30:07.335907,0.0,0.0,75
2024-12-10 09:30:17.335907,0.0,0.0,75
2024-12-10 09:30:27.335907,0.0,0.0,75
2024-12-10 09:30:37.335907,0.0,0.0,75
2024-12-10 09:30:47.335907,0.0,0.0,75
2024-12-10 09:30:57.335907,0.0,0.0,75
2024-12-10 09:31:07.335907,0.0,0.0,75
2024-12-10 09:31:17.335907,0.0,0.0,75
2024-12-10 09:31:27.335907,0.0,0.0,75
2024-12-10 09:31:37.335907,0.0,0.0,75
2024-12-10 09:31:47.335907,0.0,0.0,75
2024-12-10 09:31:57.335907,0.0,0.0,75
2024-12-10 09:32:07.335907,0.0,0.0,75
2024-12-10 09:32:17.335907,0.0,0.0,75
2024-12-10 09:32:27.335907,0.0,0.0,75
2024-12-10 09:32:37.335907,0.0,0.0,75
2024-12-10 09:32:47.335907,0.0,0.0,75
2024-12-10 09:32:57.335907,0.0,0.0,75
2024-12-10 09:33:07.335907,0.0,0.0,75
2024-12-10 09:33:17.335907,0.0,0.0,75
2024-12-10 09:33:27.335907,0.0,0.0,75
2024-12-10 09:33:37.335907,0.0,0.0,75
2024-12-10 09:33:47.335907,0.0,0.0,75
2024-12-10 09:33:57.335907,0.0,0.0,75
2024-12-10 09:34:07.335907,0.0,0.0,75
2024-12-10 09:34:17.335907,0.0,0.0,75
2024-12-10 09:34:27.335907,0.0,0.0,75
2024-12-10 09:34:37.335907,0.0,0.0,75
2024-12-10 09:34:47.335907,0.0,0.0,75
2024-12-10 09:34:57.335907,0.0,0.0,75
2024-12-10 09:35:07.335907,0.0,0.0,75
2024-12-10 09:35:17.335907,0.0,0.0,75
2024-12-10 09:35:27.335907,0.0,0.0,75
